Dim_Lojas.Regiao,ID_Produto,total_vendas,qtd_vendas,ticket_medio,clientes_unicos,lojas_unicas,canais_unicos,idade_media_clientes,idade_std_clientes,fidelidade,vendas_por_cliente,vendas_por_loja,ticket_relativo,vendas_relativa_regiao,participacao_lojas,score_produto_regiao,<18,18-25,26-35,36-50,50+,concentracao_vendas_loja
SUDESTE PARAENSE,257247,399.98,199.99,2.0,1,1,1,37.0,,0.0,199.99,199.99,0.4500204554752489,0.0031100738150726076,0.14285714285714285,0.18157954395835446,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,252511,399.98,199.99,2.0,1,1,1,37.0,,0.0,199.99,199.99,0.4500204554752489,0.0031100738150726076,0.14285714285714285,0.18157954395835446,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,252510,399.98,199.99,2.0,1,1,1,31.0,,0.0,199.99,199.99,0.4500204554752489,0.0031100738150726076,0.14285714285714285,0.18157954395835446,0.0,0.0,1.0,0.0,0.0,
SUDESTE PARAENSE,252765,399.98,199.99,2.0,1,1,1,40.0,,0.0,199.99,199.99,0.4500204554752489,0.0031100738150726076,0.14285714285714285,0.18157954395835446,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,256261,399.98,199.99,2.0,1,1,1,25.0,,0.0,199.99,199.99,0.4500204554752489,0.0031100738150726076,0.14285714285714285,0.18157954395835446,0.0,1.0,0.0,0.0,0.0,
SUDESTE PARAENSE,225107,399.98,199.99,2.0,1,1,1,35.0,,0.0,199.99,199.99,0.4500204554752489,0.0031100738150726076,0.14285714285714285,0.18157954395835446,0.0,0.0,1.0,0.0,0.0,
SUDESTE PARAENSE,252284,399.98,199.99,2.0,1,1,1,42.0,,0.0,199.99,199.99,0.4500204554752489,0.0031100738150726076,0.14285714285714285,0.18157954395835446,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,256250,399.98,199.99,2.0,1,1,1,37.0,,0.0,199.99,199.99,0.4500204554752489,0.0031100738150726076,0.14285714285714285,0.18157954395835446,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,252883,399.98,199.99,2.0,1,1,1,37.0,,0.0,199.99,199.99,0.4500204554752489,0.0031100738150726076,0.14285714285714285,0.18157954395835446,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,256178,399.98,199.99,2.0,1,1,1,37.0,,0.0,199.99,199.99,0.4500204554752489,0.0031100738150726076,0.14285714285714285,0.18157954395835446,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,253260,399.98,199.99,2.0,1,1,1,37.0,,0.0,199.99,199.99,0.4500204554752489,0.0031100738150726076,0.14285714285714285,0.18157954395835446,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,193736,399.98,200.0,1.9999,1,1,1,35.0,,0.0,200.0,200.0,0.4499979544524751,0.0031102293265389343,0.14285714285714285,0.1815706057538315,0.0,0.0,1.0,0.0,0.0,
SUDESTE PARAENSE,225431,379.98,189.99,2.0,1,1,1,41.0,,0.0,189.99,189.99,0.4500204554752489,0.002954562348745661,0.14285714285714285,0.18151733937182368,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,225434,379.98,189.99,2.0,1,1,1,37.0,,0.0,189.99,189.99,0.4500204554752489,0.002954562348745661,0.14285714285714285,0.18151733937182368,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,225909,379.98,189.99,2.0,1,1,1,38.0,,0.0,189.99,189.99,0.4500204554752489,0.002954562348745661,0.14285714285714285,0.18151733937182368,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,225435,379.98,189.99,2.0,1,1,1,27.0,,0.0,189.99,189.99,0.4500204554752489,0.002954562348745661,0.14285714285714285,0.18151733937182368,0.0,0.0,1.0,0.0,0.0,
SUDESTE PARAENSE,252879,379.98,189.99,2.0,1,1,1,32.0,,0.0,189.99,189.99,0.4500204554752489,0.002954562348745661,0.14285714285714285,0.18151733937182368,0.0,0.0,1.0,0.0,0.0,
SUDESTE PARAENSE,252900,379.98,189.99,2.0,1,1,1,37.0,,0.0,189.99,189.99,0.4500204554752489,0.002954562348745661,0.14285714285714285,0.18151733937182368,0.0,0.0,0.0,1.0,0.0,
LITORAL SUL PAULISTA,250588,399.98,199.99,2.0,1,1,1,60.0,,0.0,199.99,199.99,0.4500204554752489,0.00293875922026705,0.14285714285714285,0.18151101812043224,0.0,0.0,0.0,0.0,1.0,
SUL/SUDOESTE DE MINAS,214468,399.98,199.99,2.0,1,1,1,37.0,,0.0,199.99,199.99,0.4500204554752489,0.002841573099642043,0.06666666666666667,0.18147214367218226,0.0,0.0,0.0,1.0,0.0,
SUL/SUDOESTE DE MINAS,204679,399.98,199.99,2.0,1,1,1,37.0,,0.0,199.99,199.99,0.4500204554752489,0.002841573099642043,0.06666666666666667,0.18147214367218226,0.0,0.0,0.0,1.0,0.0,
SUL/SUDOESTE DE MINAS,196251,399.98,199.99,2.0,1,1,1,46.0,,0.0,199.99,199.99,0.4500204554752489,0.002841573099642043,0.06666666666666667,0.18147214367218226,0.0,0.0,0.0,1.0,0.0,
SUL/SUDOESTE DE MINAS,155564,399.98,199.99,2.0,1,1,1,44.0,,0.0,199.99,199.99,0.4500204554752489,0.002841573099642043,0.06666666666666667,0.18147214367218226,0.0,0.0,0.0,1.0,0.0,
BAIXO AMAZONAS,256746,199.98,99.99,2.0,1,1,1,37.0,,0.0,99.99,99.99,0.4500204554752489,0.0028324711845134445,0.3333333333333333,0.1814685029061308,0.0,0.0,0.0,1.0,0.0,
BAIXO AMAZONAS,154988,199.98,99.99,2.0,1,1,1,38.0,,0.0,99.99,99.99,0.4500204554752489,0.0028324711845134445,0.3333333333333333,0.1814685029061308,0.0,0.0,0.0,1.0,0.0,
BAIXO AMAZONAS,252560,199.98,99.99,2.0,1,1,1,37.0,,0.0,99.99,99.99,0.4500204554752489,0.0028324711845134445,0.3333333333333333,0.1814685029061308,0.0,0.0,0.0,1.0,0.0,
CENTRO ORIENTAL PARANAENSE,256194,399.98,199.99,2.0,1,1,1,37.0,,0.0,199.99,199.99,0.4500204554752489,0.002825230285440225,0.16666666666666666,0.1814656065465015,0.0,0.0,0.0,1.0,0.0,
CENTRO ORIENTAL PARANAENSE,224889,399.98,199.99,2.0,1,1,1,37.0,,0.0,199.99,199.99,0.4500204554752489,0.002825230285440225,0.16666666666666666,0.1814656065465015,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,252989,359.98,179.99,2.0,1,1,1,27.0,,0.0,179.99,179.99,0.4500204554752489,0.002799050882418714,0.14285714285714285,0.1814551347852929,0.0,0.0,1.0,0.0,0.0,
SUDESTE PARAENSE,241593,359.98,179.99,2.0,1,1,1,38.0,,0.0,179.99,179.99,0.4500204554752489,0.002799050882418714,0.14285714285714285,0.1814551347852929,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,225450,359.98,179.99,2.0,1,1,1,27.0,,0.0,179.99,179.99,0.4500204554752489,0.002799050882418714,0.14285714285714285,0.1814551347852929,0.0,0.0,1.0,0.0,0.0,
SUDESTE PARAENSE,224986,359.98,179.99,2.0,1,1,1,37.0,,0.0,179.99,179.99,0.4500204554752489,0.002799050882418714,0.14285714285714285,0.1814551347852929,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,213497,359.98,179.99,2.0,1,1,1,27.0,,0.0,179.99,179.99,0.4500204554752489,0.002799050882418714,0.14285714285714285,0.1814551347852929,0.0,0.0,1.0,0.0,0.0,
LESTE GOIANO,253056,459.98,229.99,2.0,1,1,1,41.0,,0.0,229.99,229.99,0.4500204554752489,0.0027987766137200286,0.125,0.18145502507781344,0.0,0.0,0.0,1.0,0.0,
NORTE CENTRAL PARANAENSE,253469,439.98,219.99,2.0,1,1,1,37.0,,0.0,219.99,219.99,0.4500204554752489,0.002729673031105914,0.08333333333333333,0.1814273836447678,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,213958,349.98,174.99,2.0,1,1,1,27.0,,0.0,174.99,174.99,0.4500204554752489,0.002721295149255241,0.14285714285714285,0.18142403249202751,0.0,0.0,1.0,0.0,0.0,
SUDESTE PARAENSE,178357,349.98,174.99,2.0,1,1,1,37.0,,0.0,174.99,174.99,0.4500204554752489,0.002721295149255241,0.14285714285714285,0.18142403249202751,0.0,0.0,0.0,1.0,0.0,
LESTE GOIANO,187801,439.98,219.99,2.0,1,1,1,25.0,,0.0,219.99,219.99,0.4500204554752489,0.002677085383069999,0.125,0.18140634858555343,0.0,1.0,0.0,0.0,0.0,
LESTE GOIANO,226094,439.98,219.99,2.0,1,1,1,29.0,,0.0,219.99,219.99,0.4500204554752489,0.002677085383069999,0.125,0.18140634858555343,0.0,0.0,1.0,0.0,0.0,
NORTE CENTRAL PARANAENSE,183522,429.98,214.99,2.0,1,1,1,37.0,,0.0,214.99,214.99,0.4500204554752489,0.002667632187633349,0.08333333333333333,0.18140256730737878,0.0,0.0,0.0,1.0,0.0,
SUL/SUDOESTE DE MINAS,197395,369.98,184.99,2.0,1,1,1,23.0,,0.0,184.99,184.99,0.4500204554752489,0.0026284444607369444,0.06666666666666667,0.18138689221662022,0.0,1.0,0.0,0.0,0.0,
SUL/SUDOESTE DE MINAS,209061,369.98,184.99,2.0,1,1,1,39.0,,0.0,184.99,184.99,0.4500204554752489,0.0026284444607369444,0.06666666666666667,0.18138689221662022,0.0,0.0,0.0,1.0,0.0,
VALE DO ITAJAÍ,216837,699.98,349.99,2.0,1,1,1,37.0,,0.0,349.99,349.99,0.4500204554752489,0.002611910308019443,0.09090909090909091,0.1813802785555332,0.0,0.0,0.0,1.0,0.0,
LITORAL SUL PAULISTA,214280,349.98,174.99,2.0,1,1,1,34.0,,0.0,174.99,174.99,0.4500204554752489,0.0025713959495701337,0.14285714285714285,0.18136407281215347,0.0,0.0,1.0,0.0,0.0,
SUDESTE PARAENSE,220305,329.98,164.99,2.0,1,1,1,45.0,,0.0,164.99,164.99,0.4500204554752489,0.002565783682928294,0.14285714285714285,0.18136182790549674,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,224973,329.98,164.99,2.0,1,1,1,42.0,,0.0,164.99,164.99,0.4500204554752489,0.002565783682928294,0.14285714285714285,0.18136182790549674,0.0,0.0,0.0,1.0,0.0,
SUL/SUDOESTE DE MINAS,193583,359.98,179.99,2.0,1,1,1,39.0,,0.0,179.99,179.99,0.4500204554752489,0.0025574015811019118,0.06666666666666667,0.18135847506476618,0.0,0.0,0.0,1.0,0.0,
SUL/SUDOESTE DE MINAS,214557,349.98,174.99,2.0,1,1,1,37.0,,0.0,174.99,174.99,0.4500204554752489,0.0024863587014668787,0.06666666666666667,0.18133005791291218,0.0,0.0,0.0,1.0,0.0,
SUL/SUDOESTE DE MINAS,197412,349.98,174.99,2.0,1,1,1,37.0,,0.0,174.99,174.99,0.4500204554752489,0.0024863587014668787,0.06666666666666667,0.18133005791291218,0.0,0.0,0.0,1.0,0.0,
SUL/SUDOESTE DE MINAS,197772,349.98,174.99,2.0,1,1,1,33.0,,0.0,174.99,174.99,0.4500204554752489,0.0024863587014668787,0.06666666666666667,0.18133005791291218,0.0,0.0,1.0,0.0,0.0,
SUL/SUDOESTE DE MINAS,213666,349.98,174.99,2.0,1,1,1,36.0,,0.0,174.99,174.99,0.4500204554752489,0.0024863587014668787,0.06666666666666667,0.18133005791291218,0.0,0.0,0.0,1.0,0.0,
NORTE CENTRAL PARANAENSE,253196,399.98,199.99,2.0,1,1,1,60.0,,0.0,199.99,199.99,0.4500204554752489,0.002481509657215654,0.08333333333333333,0.1813281182952117,0.0,0.0,0.0,0.0,1.0,
NORTE CENTRAL PARANAENSE,156800,399.98,199.99,2.0,1,1,1,28.0,,0.0,199.99,199.99,0.4500204554752489,0.002481509657215654,0.08333333333333333,0.1813281182952117,0.0,0.0,1.0,0.0,0.0,
LESTE GOIANO,213746,399.98,199.99,2.0,1,1,1,44.0,,0.0,199.99,199.99,0.4500204554752489,0.00243370292176994,0.125,0.1813089956010334,0.0,0.0,0.0,1.0,0.0,
LESTE GOIANO,137200,399.98,199.99,2.0,1,1,1,37.0,,0.0,199.99,199.99,0.4500204554752489,0.00243370292176994,0.125,0.1813089956010334,0.0,0.0,0.0,1.0,0.0,
LESTE GOIANO,215030,399.98,199.99,2.0,1,1,1,41.0,,0.0,199.99,199.99,0.4500204554752489,0.00243370292176994,0.125,0.1813089956010334,0.0,0.0,0.0,1.0,0.0,
LESTE GOIANO,241496,399.98,199.99,2.0,1,1,1,37.0,,0.0,199.99,199.99,0.4500204554752489,0.00243370292176994,0.125,0.1813089956010334,0.0,0.0,0.0,1.0,0.0,
LITORAL SUL PAULISTA,214614,329.98,164.99,2.0,1,1,1,35.0,,0.0,164.99,164.99,0.4500204554752489,0.002424450641291367,0.14285714285714285,0.18130529468884196,0.0,0.0,1.0,0.0,0.0,
SUL/SUDOESTE DE MINAS,210877,329.98,164.99,2.0,1,1,1,37.0,,0.0,164.99,164.99,0.4500204554752489,0.0023442729421968133,0.06666666666666667,0.18127322360920414,0.0,0.0,0.0,1.0,0.0,
SUL/SUDOESTE DE MINAS,214535,329.98,164.99,2.0,1,1,1,44.0,,0.0,164.99,164.99,0.4500204554752489,0.0023442729421968133,0.06666666666666667,0.18127322360920414,0.0,0.0,0.0,1.0,0.0,
SUL/SUDOESTE DE MINAS,211577,329.98,164.99,2.0,1,1,1,37.0,,0.0,164.99,164.99,0.4500204554752489,0.0023442729421968133,0.06666666666666667,0.18127322360920414,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,204606,299.98,149.99,2.0,1,1,1,43.0,,0.0,149.99,149.99,0.4500204554752489,0.002332516483437874,0.14285714285714285,0.18126852102570057,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,155847,299.98,149.99,2.0,1,1,1,37.0,,0.0,149.99,149.99,0.4500204554752489,0.002332516483437874,0.14285714285714285,0.18126852102570057,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,208993,299.98,149.99,2.0,1,1,1,27.0,,0.0,149.99,149.99,0.4500204554752489,0.002332516483437874,0.14285714285714285,0.18126852102570057,0.0,0.0,1.0,0.0,0.0,
SUDESTE PARAENSE,225493,299.98,149.99,2.0,1,1,1,43.0,,0.0,149.99,149.99,0.4500204554752489,0.002332516483437874,0.14285714285714285,0.18126852102570057,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,253393,299.98,149.99,2.0,1,1,1,46.0,,0.0,149.99,149.99,0.4500204554752489,0.002332516483437874,0.14285714285714285,0.18126852102570057,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,253395,299.98,149.99,2.0,1,1,1,31.0,,0.0,149.99,149.99,0.4500204554752489,0.002332516483437874,0.14285714285714285,0.18126852102570057,0.0,0.0,1.0,0.0,0.0,
SUDESTE PARAENSE,241713,299.98,149.99,2.0,1,1,1,37.0,,0.0,149.99,149.99,0.4500204554752489,0.002332516483437874,0.14285714285714285,0.18126852102570057,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,214861,299.98,149.99,2.0,1,1,1,37.0,,0.0,149.99,149.99,0.4500204554752489,0.002332516483437874,0.14285714285714285,0.18126852102570057,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,214859,299.98,149.99,2.0,1,1,1,36.0,,0.0,149.99,149.99,0.4500204554752489,0.002332516483437874,0.14285714285714285,0.18126852102570057,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,224963,299.98,149.99,2.0,1,1,1,27.0,,0.0,149.99,149.99,0.4500204554752489,0.002332516483437874,0.14285714285714285,0.18126852102570057,0.0,0.0,1.0,0.0,0.0,
SUDESTE PARAENSE,211580,299.98,149.99,2.0,1,1,1,37.0,,0.0,149.99,149.99,0.4500204554752489,0.002332516483437874,0.14285714285714285,0.18126852102570057,0.0,0.0,0.0,1.0,0.0,
SUDESTE PARAENSE,252747,299.98,149.99,2.0,1,1,1,40.0,,0.0,149.99,149.99,0.4500204554752489,0.002332516483437874,0.14285714285714285,0.18126852102570057,0.0,0.0,0.0,1.0,0.0,
